"name"	"url"	"year"	"month"	"day"	"author"
"7556"	"饥饿,也不能阻挡我追逐梦想的脚步---非洲足球掠影"	"http//bbs.hupu.com/468617.html"	2008	11	15	"essien"
"7557"	"格林等待闪耀的机会"	"http//bbs.hupu.com/468534.html"	2008	11	15	"frank199433"
"7558"	"易建联，篮板是我的责任"	"http//bbs.hupu.com/466785.html"	2008	11	12	"alisim"
"7559"	"波斯尼亚新星：米拉莱姆-皮亚尼克"	"http//bbs.hupu.com/467976.html"	2008	11	14	"giggsxbr"
"7560"	"我和JaVale McGee的处女秀"	"http//bbs.hupu.com/467755.html"	2008	11	14	"kglty"
"7561"	"A计划 F1  1961年 得与失"	"http//bbs.hupu.com/468017.html"	2008	11	14	"fraufan"
"7562"	"NBA最被低估的十大球员"	"http//bbs.hupu.com/465147.html"	2008	11	10	"题目等啃"
"7563"	"查尔顿新星：约尼奥-谢尔威"	"http//bbs.hupu.com/467930.html"	2008	11	14	"giggsxbr"
"7564"	"开拓者vs黄蜂前瞻"	"http//bbs.hupu.com/467742.html"	2008	11	14	"雪夜焰火"
"7565"	"阿根廷新星：巴勃罗-皮亚蒂"	"http//bbs.hupu.com/467694.html"	2008	11	14	"giggsxbr"
"7566"	"我们向你介绍荷兰新星：格奥吉尼奥-维伊纳杜姆"	"http//bbs.hupu.com/467749.html"	2008	11	14	"giggsxbr"
"7567"	"胜利，却给温格带来了比答案更多的谜题"	"http//bbs.hupu.com/466796.html"	2008	11	12	"giggsxbr"
"7568"	"英格兰的未来之星：最值得关注的20位U18小将"	"http//bbs.hupu.com/467480.html"	2008	11	14	"giggsxbr"
"7569"	" 伟大战绩的预测（第三部）"	"http//bbs.hupu.com/467507.html"	2008	11	14	"a dead shot"
"7570"	"巴恩斯博客：一个父亲的自述"	"http//bbs.hupu.com/467339.html"	2008	11	13	"m・sjch"
"7571"	"再见了，鱼雷"	"http//bbs.hupu.com/466766.html"	2008	11	12	"islanderlee"
"7572"	"汤普森――职业生涯第一次首发闪亮全场"	"http//bbs.hupu.com/466836.html"	2008	11	12	"Gary_0718"
"7573"	"如果你想成为世界级..."	"http//bbs.hupu.com/466325.html"	2008	11	12	"giggsxbr"
"7574"	"达尼罗-加里纳利为纽约尼克斯带来新的希望"	"http//bbs.hupu.com/466714.html"	2008	11	12	"小麦雄起"
"7575"	"A计划 F1 1960年 黑暗中的前行"	"http//bbs.hupu.com/463600.html"	2008	11	8	"fraufan"
"7576"	"尼克-杨问答录"	"http//bbs.hupu.com/466596.html"	2008	11	12	"Gary_0718"
"7577"	"在没有凯文-马丁的日子里……"	"http//bbs.hupu.com/466127.html"	2008	11	11	"Gary_0718"
"7578"	"钱德勒博客更新――见证历史II"	"http//bbs.hupu.com/465164.html"	2008	11	10	"题目等啃"
"7579"	"希腊：柴德里斯的天堂"	"http//bbs.hupu.com/466054.html"	2008	11	11	"islanderlee"
"7580"	"拯救阿森纳，本特纳重任在肩"	"http//bbs.hupu.com/463689.html"	2008	11	8	"哈迪斯."
"7581"	"伟大战绩的预测（第二部）"	"http//bbs.hupu.com/465398.html"	2008	11	11	"a dead shot"
"7582"	"马丁（国王）将缺赛至少一周"	"http//bbs.hupu.com/465897.html"	2008	11	11	"zjj0208"
"7583"	" 灰姑娘1998   追忆凯泽斯劳滕神话"	"http//bbs.hupu.com/465462.html"	2008	11	11	"forza"
"7584"	"皇马 vs. 弗格森：肥皂剧仍在上演"	"http//bbs.hupu.com/463160.html"	2008	11	7	"islanderlee"
"7585"	"昌西带来大局观，小艾送去火力支持"	"http//bbs.hupu.com/462805.html"	2008	11	7	"湖人123"
"7586"	"新秀观察: Fernandez暂居榜首"	"http//bbs.hupu.com/462250.html"	2008	11	6	"wuboyi89"
"7587"	"国王的潜力股，正太Jason Thompson"	"http//bbs.hupu.com/462308.html"	2008	11	6	"ipingu"
"7588"	"新秀的抢眼表现"	"http//bbs.hupu.com/462370.html"	2008	11	6	"zjj0208"
"7589"	"路漫漫其修远兮 吾将上下而求索――新手上路・德尔尼格罗"	"http//bbs.hupu.com/462597.html"	2008	11	7	"火枫流云"
"7590"	"五种眼光看NBA"	"http//bbs.hupu.com/462283.html"	2008	11	6	"4everpenny"
"7591"	"冬眠猛兽的苏醒：熊王诞生"	"http//bbs.hupu.com/462029.html"	2008	11	6	"maxchenhua"
"7592"	"所有亲吻都仅仅是感受徽章的味道"	"http//bbs.hupu.com/461743.html"	2008	11	5	"wdliwei"
"7593"	"伟大（及平庸）战绩的预测"	"http//bbs.hupu.com/461736.html"	2008	11	5	"a dead shot"
"7594"	"奇才首演：只剩两个人"	"http//bbs.hupu.com/461394.html"	2008	11	5	"月残梦晓"
"7595"	"SLAMonline Top 50: 德怀特-霍华德, no. 10"	"http//bbs.hupu.com/448405.html"	2008	10	17	"master07"
"7596"	"老鹰客战黄蜂前瞻"	"http//bbs.hupu.com/461564.html"	2008	11	5	"题目等啃"
"7597"	"巴特勒闯出一片属于自己的天空"	"http//bbs.hupu.com/461520.html"	2008	11	5	"题目等啃"
"7598"	"优异的不莱梅证明了一条古谚：永远不要忽视德国人！"	"http//bbs.hupu.com/461416.html"	2008	11	5	"zhychr"
"7599"	"黄蜂利剑在腹"	"http//bbs.hupu.com/461131.html"	2008	11	5	"zjj0208"
"7600"	"双面人生――Racing Line专题・4"	"http//bbs.hupu.com/461339.html"	2008	11	5	"violetfishzx"
"7601"	"对枪手不公？温格先生，为什么不先说说自己"	"http//bbs.hupu.com/461220.html"	2008	11	5	"islanderlee"
"7602"	"舒马赫专栏：劲爆德甲 我为球狂"	"http//bbs.hupu.com/460969.html"	2008	11	5	"forza"
"7603"	"混迹泽西，需靠明灯。小哈一出，谁与争锋？"	"http//bbs.hupu.com/460982.html"	2008	11	5	"MiG"
"7604"	"受困脚踝伤病，坎比推迟对决老东家"	"http//bbs.hupu.com/460939.html"	2008	11	4	"ysu2005"
"7605"	"朴智星 vs. 中村俊辅：两个在英国顶级联赛打拼的亚洲人"	"http//bbs.hupu.com/460853.html"	2008	11	4	"islanderlee"
"7606"	"小蜜蜂阿姆斯特朗肩上的承重负担"	"http//bbs.hupu.com/460710.html"	2008	11	4	"KmenMeme"
"7607"	"皇马将要一无所获的10大原因"	"http//bbs.hupu.com/459646.html"	2008	11	3	"liyanhui_ustb"
"7608"	"球队未来的希望―桑普森，霍伊斯"	"http//bbs.hupu.com/460671.html"	2008	11	4	"KmenMeme"
"7609"	"瓜迪奥拉的巴萨――既赢比赛，又得人心"	"http//bbs.hupu.com/460651.html"	2008	11	4	"塌棵菜"
"7610"	"Scoop Jackson: 迄今为止你该知道的新赛季38事"	"http//bbs.hupu.com/460438.html"	2008	11	4	"wingedroc"
"7611"	"各人皆有所望"	"http//bbs.hupu.com/460106.html"	2008	11	3	"loostenz"
"7612"	"拉特克专栏：年轻无极限  霍芬海姆能够夺冠"	"http//bbs.hupu.com/460270.html"	2008	11	4	"forza"
"7613"	"Nets：Yi乃乖乖学英文 我们杠杠有耐心"	"http//bbs.hupu.com/459439.html"	2008	11	2	"mushroom.hot"
"7614"	"FBA Daily Notes--11月4日"	"http//bbs.hupu.com/459955.html"	2008	11	3	"Steve13"
"7615"	"你认识你的曾祖父么？"	"http//bbs.hupu.com/460095.html"	2008	11	3	"4everpenny"
"7616"	"拉姆访谈：我的慈善事业，拜仁的美好未来，以及国家队的激烈竞争"	"http//bbs.hupu.com/460044.html"	2008	11	3	"tristan7"
"7617"	"枪手的冠军梦（又）危了"	"http//bbs.hupu.com/459996.html"	2008	11	3	"zhychr"
"7618"	"什么让你离开你梦想的俱乐部？"	"http//bbs.hupu.com/459341.html"	2008	11	2	"vincentyip"
"7619"	"SLAMONLINE 50大巨星排名：NO.1 科比•布莱恩特"	"http//bbs.hupu.com/457362.html"	2008	10	31	"master07"
"7620"	"Greene和Brown不会拥有太多的上场时间"	"http//bbs.hupu.com/458500.html"	2008	11	1	"无辣不欢"
"7621"	"2008-09赛季全退化阵容"	"http//bbs.hupu.com/458192.html"	2008	11	1	"hernan0201"
"7622"	"2008年美国总统竞选制胜战略"	"http//bbs.hupu.com/446301.html"	2008	10	14	"月残梦晓"
"7623"	"史上十大顶级联赛最差门将"	"http//bbs.hupu.com/457688.html"	2008	10	31	"geniuswhy"
"7624"	"76之魂―最后的红白蓝"	"http//bbs.hupu.com/457768.html"	2008	10	31	"frostoo"
"7625"	"未被证实，拜纳姆目标与湖人签下重磅合同"	"http//bbs.hupu.com/457579.html"	2008	10	31	"wdliwei"
"7626"	"杰森-汤普森的菜鸟之旅"	"http//bbs.hupu.com/457835.html"	2008	10	31	"a dead shot"
"7627"	"Petrie，国王的象征―一个说到做到的人"	"http//bbs.hupu.com/455406.html"	2008	10	28	"阿猫阿狗112"
"7628"	"卧薪尝胆当前事，只待破茧成蝶时。"	"http//bbs.hupu.com/457562.html"	2008	10	31	"宇轩"
"7629"	"再见了，DC相伴的岁月"	"http//bbs.hupu.com/457669.html"	2008	10	31	"fraufan"
"7630"	"08-09NBA梦幻经理人：华丽的瞻仰新赛季"	"http//bbs.hupu.com/455217.html"	2008	10	28	"大牛722"
"7631"	"ESPN赛季前瞻：华盛顿奇才"	"http//bbs.hupu.com/457443.html"	2008	10	31	"月残梦晓"
"7632"	"Bill Simmons：我才是梦幻前瞻之王！"	"http//bbs.hupu.com/456576.html"	2008	10	30	"月残梦晓"
"7633"	"激凸！曼妙曲线的复活！"	"http//bbs.hupu.com/457043.html"	2008	10	30	"pwifs"
"7634"	"Ball Don't Lie的赛季前瞻：国王队"	"http//bbs.hupu.com/456375.html"	2008	10	29	"hernan0201"
"7635"	"我想我已经爱上了Reggie Theus"	"http//bbs.hupu.com/457085.html"	2008	10	30	"题目等啃"
"7636"	"SLAMonline球队新赛季前瞻系列――印第安纳步行者"	"http//bbs.hupu.com/456918.html"	2008	10	30	"cuoreazzurro"
"7637"	"那不勒斯能打入欧冠么……"	"http//bbs.hupu.com/456781.html"	2008	10	30	"zhychr"
"7638"	"阿杜的未来"	"http//bbs.hupu.com/456887.html"	2008	10	30	"riodavid"
"7639"	"ACC顶级NBA新秀排行（第三部分：11-15位）"	"http//bbs.hupu.com/456871.html"	2008	10	30	"MiG"
"7640"	"桑巴新星――Guilherme"	"http//bbs.hupu.com/456829.html"	2008	10	30	"zone"
"7641"	"热刺重拾信心，但这只是开始"	"http//bbs.hupu.com/456793.html"	2008	10	30	"Goitia"
"7642"	"游侠伊比塞维奇的故事"	"http//bbs.hupu.com/456818.html"	2008	10	30	"tristan7"
"7643"	"巴西国内最有价值的球员"	"http//bbs.hupu.com/456758.html"	2008	10	30	"wdliwei"
"7644"	"马拉多纳的表演时间？"	"http//bbs.hupu.com/456707.html"	2008	10	30	"liyanhui_ustb"
"7645"	"切尔西：不败戛然而止，只闻一声叹息"	"http//bbs.hupu.com/455565.html"	2008	10	28	"voiwereni"
"7646"	"John Hollinger球员展望预测----Nathan Jawai"	"http//bbs.hupu.com/456273.html"	2008	10	29	"wuboyi89"
"7647"	"John Hollinger球员展望预测－山猫首发篇"	"http//bbs.hupu.com/455333.html"	2008	10	28	"白色的谎言"
"7648"	"霍芬海姆盛宴――梦回1899"	"http//bbs.hupu.com/456139.html"	2008	10	29	"zone"
"7649"	"我叫法比安・德尔菲，我是一名利兹联的球员。"	"http//bbs.hupu.com/456295.html"	2008	10	29	"塌棵菜"
"7650"	"米勒的禁赛给霍伊斯带来压力"	"http//bbs.hupu.com/456244.html"	2008	10	29	"Gary_0718"
"7651"	"漫长的等待,Oden的处子秀以蹒跚步履告终"	"http//bbs.hupu.com/456296.html"	2008	10	29	"loostenz"
"7652"	"追踪甜瓜在丹佛的日子"	"http//bbs.hupu.com/455666.html"	2008	10	29	"夜の樱"
"7653"	"开拓者期待收获三巨头"	"http//bbs.hupu.com/455810.html"	2008	10	29	"无辣不欢"
"7654"	"Denver Stiffs 掘金队对东部球队的前瞻"	"http//bbs.hupu.com/455865.html"	2008	10	29	"kglty"
"7655"	"进球盛筵再度闪现，西甲联赛激情重燃"	"http//bbs.hupu.com/454934.html"	2008	10	27	"zone"
"7656"	"利物浦发出争冠宣言"	"http//bbs.hupu.com/455342.html"	2008	10	28	"liyanhui_ustb"
"7657"	"荣荣离开，潜力正太上位"	"http//bbs.hupu.com/455252.html"	2008	10	28	"smilewinds"
"7658"	"霍伊斯：燃烧吧，火鸟！"	"http//bbs.hupu.com/455540.html"	2008	10	28	"smilewinds"
"7659"	"John Hollinger球员展望预测--Chris Bosh"	"http//bbs.hupu.com/455283.html"	2008	10	28	"wuboyi89"
"7660"	"Denver Stiffs 西部联盟前瞻"	"http//bbs.hupu.com/455531.html"	2008	10	28	"题目等啃"
"7661"	"灰熊新赛季检阅"	"http//bbs.hupu.com/455384.html"	2008	10	28	"maxchenhua"
"7662"	"Iverson's hits just keep on coming"	"http//bbs.hupu.com/455461.html"	2008	10	28	"kglty"
"7663"	"波特兰股票市场"	"http//bbs.hupu.com/455451.html"	2008	10	28	"宇轩"
"7664"	"美国男篮：向前看"	"http//bbs.hupu.com/455371.html"	2008	10	28	"cnDARk.WS7LP"
"7665"	"国王前瞻：脚踏实地的重建"	"http//bbs.hupu.com/455382.html"	2008	10	28	"无辣不欢"
"7666"	"凯文马丁，下一个里奇蒙德？"	"http//bbs.hupu.com/455335.html"	2008	10	28	"无辣不欢"
"7667"	"巴西站前瞻：等待新冠军"	"http//bbs.hupu.com/455261.html"	2008	10	28	"fraufan"
"7668"	"【球员观察】伊布二世----马库斯-伯格"	"http//bbs.hupu.com/455198.html"	2008	10	28	"gglcc"
"7669"	"SERBY周日访谈...克里斯-杜洪"	"http//bbs.hupu.com/455040.html"	2008	10	28	"salutsong"
"7670"	"芝加哥为罗斯备好聚光灯 羞答答的玫瑰要轰轰烈烈地开"	"http//bbs.hupu.com/455075.html"	2008	10	28	"火枫流云"
"7671"	"斯科拉里――从巴西到切尔西"	"http//bbs.hupu.com/454092.html"	2008	10	26	"gosoy.ge"
"7672"	"热刺主席Daniel Levy 的一封*河蟹*"	"http//bbs.hupu.com/454841.html"	2008	10	27	"无辣不欢"
"7673"	"热刺，你真要的是拉莫斯吗？又或者是……"	"http//bbs.hupu.com/454943.html"	2008	10	27	"塌棵菜"
"7674"	"Stephen Curry：身名远扬，心静如水。"	"http//bbs.hupu.com/454467.html"	2008	10	27	"tock"
"7675"	"hoopCHINA第三届翻译大赛半决赛 wooa/soap战队惊险胜出，晋级决赛"	"http//bbs.hupu.com/450608.html"	2008	10	21	"mousebaby"
"7676"	"hoopCHINA第三届翻译大赛 32强名单与第二轮赛题（附点评和精彩译文）"	"http//bbs.hupu.com/437463.html"	2008	9	29	"mousebaby"
"7677"	"翻译大赛决赛战帖（张公子文章中译英速译，kobe888领衔评委组，wooa获胜！）"	"http//bbs.hupu.com/452460.html"	2008	10	23	"mousebaby"
"7678"	"战术解析：有了拉法的调教，杰拉德才最美"	"http//bbs.hupu.com/454648.html"	2008	10	27	"Derkisw"
"7679"	"魔术历史上20个最值得回忆的时刻"	"http//bbs.hupu.com/454385.html"	2008	10	27	"salutsong"
"7680"	"Childress：我在欧洲成长！"	"http//bbs.hupu.com/454506.html"	2008	10	27	"无辣不欢"
"7681"	"潜行者：Big East赛区未来的NBA力量们"	"http//bbs.hupu.com/453400.html"	2008	10	25	"中投王"
"7682"	"2008/2009赛季前瞻：奥兰多魔术队（Third Quarter Collapse版）"	"http//bbs.hupu.com/453514.html"	2008	10	25	"西瓜很优秀"
"7683"	"希度.特科格鲁访谈"	"http//bbs.hupu.com/454249.html"	2008	10	26	"北冥天王"
"7684"	"SLAMonline Top 50: 蒂姆•邓肯, 第3位"	"http//bbs.hupu.com/454031.html"	2008	10	26	"题目等啃"
"7685"	"阿布扎比――专享的盛宴"	"http//bbs.hupu.com/454085.html"	2008	10	26	"fraufan"
"7686"	"bulletsforever.com：华盛顿奇才赛季前瞻"	"http//bbs.hupu.com/454203.html"	2008	10	26	"月残梦晓"
"7687"	"电玩大比拼――Live 09 VS Inside 09 VS 2K9，谁才是真正的王者？"	"http//bbs.hupu.com/453564.html"	2008	10	25	"黄金潜水甲"
"7688"	"【完工】【翻译团】SLAMonline 掘金前瞻"	"http//bbs.hupu.com/452486.html"	2008	10	23	"M.FOW"
"7689"	"矢志不渝――拜伦・斯科特和克里斯・保罗的幸福生活"	"http//bbs.hupu.com/440716.html"	2008	10	5	"月残梦晓"
"7690"	"高水？新泽西篮网接之"	"http//bbs.hupu.com/454084.html"	2008	10	26	"MiG"
"7691"	"进球狂欢节――德甲疯了"	"http//bbs.hupu.com/453538.html"	2008	10	25	"riodavid"
"7692"	"切尔西赢得了消耗战，托蒂偶有闪光"	"http//bbs.hupu.com/452091.html"	2008	10	23	"liyanhui_ustb"
"7693"	"拜仁步入正轨，霍芬海姆持续爆发"	"http//bbs.hupu.com/451550.html"	2008	10	22	"zone"
"7694"	"贝克汉姆押宝米兰城"	"http//bbs.hupu.com/452106.html"	2008	10	23	"zhychr"
"7695"	"提问：你会不会为特维兹（Carlos Tévez）支付那三千两百万？"	"http//bbs.hupu.com/452919.html"	2008	10	24	"zhychr"
"7696"	"【翻译团】0-2之殇――勒布朗的十字路口"	"http//bbs.hupu.com/452869.html"	2008	10	24	"lkrocky"
"7697"	"“新阿尔沙文”――德萨戈耶夫"	"http//bbs.hupu.com/452992.html"	2008	10	24	"zone"
"7698"	"PES2009总结：亚当的判决"	"http//bbs.hupu.com/452901.html"	2008	10	24	"wdliwei"
"7699"	"伊比舍维奇专访――流浪的波斯尼亚射手"	"http//bbs.hupu.com/452912.html"	2008	10	24	"zone"
"7700"	"【超人博客】一、欢迎来到我的地盘"	"http//bbs.hupu.com/452216.html"	2008	10	23	"月残梦晓"
"7701"	"NCAA 2008-09赛季前瞻―Pac-10篇"	"http//bbs.hupu.com/452638.html"	2008	10	24	"火枫流云"
"7702"	"2008-09赛季ESPN预测――萨克拉门托国王队"	"http//bbs.hupu.com/452150.html"	2008	10	23	"题目等啃"
"7703"	"国王2008-09新赛季大检阅"	"http//bbs.hupu.com/452472.html"	2008	10	23	"evilcarrot"
"7704"	"冷酷到底――SLAM专访乔治・格文"	"http//bbs.hupu.com/452450.html"	2008	10	23	"4everpenny"
"7705"	"年轻正太不为曼城虚华遮蔽双眼"	"http//bbs.hupu.com/451769.html"	2008	10	22	"wdliwei"
"7706"	"给利物浦浇一泼冷水"	"http//bbs.hupu.com/451732.html"	2008	10	22	"voiwereni"
"7707"	"火箭队赛季前瞻---欢迎来到心碎旅馆"	"http//bbs.hupu.com/451717.html"	2008	10	22	"toonaive"
"7708"	"贝尔巴托夫和特维兹的PK"	"http//bbs.hupu.com/452183.html"	2008	10	23	"塌棵菜"
"7709"	"欧洲篮球冠军联赛新星展望"	"http//bbs.hupu.com/450592.html"	2008	10	21	"voiwereni"
"7710"	"萨沙•帕夫洛维奇，神秘的国际球员"	"http//bbs.hupu.com/450709.html"	2008	10	21	"mic_198512"
"7711"	"球探报告：威尔士射手西蒙・切尔奇（Simon Church）"	"http//bbs.hupu.com/451566.html"	2008	10	22	"riodavid"
"7712"	"小贝来米兰――是好还是坏？"	"http//bbs.hupu.com/452110.html"	2008	10	23	"无辣不欢"
"7713"	"小议FIFA 09 PSP版 - 掌机上不准踢足球咩？"	"http//bbs.hupu.com/449390.html"	2008	10	19	"riodavid"
"7714"	"SLAMonline球队新赛季前瞻系列――波士顿凯尔特人"	"http//bbs.hupu.com/449715.html"	2008	10	19	"emma_zhu"
"7715"	"魔术队刘易斯新赛季欲挺身而出！"	"http//bbs.hupu.com/450590.html"	2008	10	21	"evilcarrot"
"7716"	"王者归来：伊力诺依州大给德隆英雄般的欢迎"	"http//bbs.hupu.com/450242.html"	2008	10	20	"mic_198512"
"7717"	"【翻译团】鸟人飞翔的旗帜"	"http//bbs.hupu.com/450530.html"	2008	10	20	"wxn8822"
"7718"	"黄蜂的常规赛准备工作走在了大家的前面"	"http//bbs.hupu.com/450515.html"	2008	10	20	"skier129"
"7719"	"ESPN预测系列：冠军轮流做，明年到谁家？"	"http//bbs.hupu.com/430148.html"	2008	9	18	"cuoreazzurro"
"7720"	"BDL2008-09赛季NBA前瞻：华盛顿奇才"	"http//bbs.hupu.com/450428.html"	2008	10	20	"cuoreazzurro"
"7721"	"hoopCHINA第三届翻译大赛 4强名单与第四轮赛题（附点评和精彩译文）"	"http//bbs.hupu.com/445659.html"	2008	10	13	"mousebaby"
"7722"	"巴特勒重装上阵，下一站天皇巨星"	"http//bbs.hupu.com/449588.html"	2008	10	19	"Nevup"
"7723"	"SLAMonline球队新赛季前瞻系列――菲尼克斯太阳"	"http//bbs.hupu.com/449880.html"	2008	10	19	"tock"
"7724"	"勒布朗：我们正式出发！"	"http//bbs.hupu.com/446888.html"	2008	10	15	"zero4_chen"
"7725"	"步行者赛季月月书"	"http//bbs.hupu.com/450072.html"	2008	10	20	"pwifs"
"7726"	"为你写诗"	"http//bbs.hupu.com/450076.html"	2008	10	20	"月残梦晓"
"7727"	"保龄球手：克里斯・保罗"	"http//bbs.hupu.com/449992.html"	2008	10	20	"月残梦晓"
"7728"	"谁毁了鲁尼？"	"http//bbs.hupu.com/449524.html"	2008	10	19	"wdliwei"
"7729"	"SLAMonline球队新赛季前瞻系列――新泽西篮网队"	"http//bbs.hupu.com/449889.html"	2008	10	19	"MiG"
"7730"	"德甲在创造历史"	"http//bbs.hupu.com/449662.html"	2008	10	19	"wdliwei"
"7731"	"SLAMonline球队新赛季前瞻系列----金州勇士"	"http//bbs.hupu.com/449763.html"	2008	10	19	"月残梦晓"
"7732"	"ESPN 08-09赛季前瞻--太阳篇"	"http//bbs.hupu.com/439487.html"	2008	10	2	"月残梦晓"
"7733"	"猛龙球员前瞻――杰梅因-奥尼尔"	"http//bbs.hupu.com/449448.html"	2008	10	19	"五溪闲人"
"7734"	"猛龙区球员赛季前瞻――Andrea Bargnani"	"http//bbs.hupu.com/449417.html"	2008	10	19	"rockky"
"7735"	"SLAMonline球队新赛季前瞻系列――华盛顿奇才"	"http//bbs.hupu.com/449299.html"	2008	10	18	"月残梦晓"
"7736"	"SLAMonline球队新赛季前瞻系列----波特兰开拓者"	"http//bbs.hupu.com/449208.html"	2008	10	18	"tock"
"7737"	"SLAMonline Top 50: 阿玛蕾-斯塔德迈尔, no. 9"	"http//bbs.hupu.com/449252.html"	2008	10	18	"题目等啃"
"7738"	"阿根廷球迷渴望比安奇接任国家队主帅"	"http//bbs.hupu.com/449229.html"	2008	10	18	"zone"
"7739"	"98往事：J大的故事"	"http//bbs.hupu.com/449257.html"	2008	10	18	"master07"
"7740"	"访谈名人堂成员乔治•格文"	"http//bbs.hupu.com/448580.html"	2008	10	18	"4everpenny"
"7741"	"天灵灵~地灵灵~新赛季有哪些大事情？"	"http//bbs.hupu.com/448829.html"	2008	10	18	"月残梦晓"
"7742"	"SLAMonline球队新赛季前瞻系列――亚特兰大鹰"	"http//bbs.hupu.com/448710.html"	2008	10	18	"题目等啃"
"7743"	"SI球队前瞻－－洛杉矶湖人"	"http//bbs.hupu.com/448730.html"	2008	10	18	"master07"
"7744"	"SLAMonline Top 50: 德隆・威廉姆斯，第十一位"	"http//bbs.hupu.com/448522.html"	2008	10	18	"elgin1234"
"7745"	"球员赛季展望――Hassan Adams"	"http//bbs.hupu.com/448479.html"	2008	10	17	"rockky"
"7746"	"格林：虽然火箭不厚道，但我肚子大"	"http//bbs.hupu.com/448292.html"	2008	10	17	"西瓜很优秀"
"7747"	"巴西尴尬闷平，邓加心力交瘁"	"http//bbs.hupu.com/448092.html"	2008	10	17	"zone"
"7748"	"奇才队尼克•杨谈篮球和他的纪录片"	"http//bbs.hupu.com/447539.html"	2008	10	16	"mic_198512"
"7749"	"扔给我，我就扣下去――保罗钱德勒的空接故事"	"http//bbs.hupu.com/447765.html"	2008	10	16	"voiwereni"
"7750"	"ROTOWIRE全程选秀指南"	"http//bbs.hupu.com/448684.html"	2008	10	17	"虎扑监督团"
"7751"	"PES2009创作者Seabass访谈：关于实况新作，关于FIFA的挑战"	"http//bbs.hupu.com/447791.html"	2008	10	16	"wdliwei"
"7752"	"多梅内克断头台脱险，法国期盼灿烂未来"	"http//bbs.hupu.com/447694.html"	2008	10	16	"zone"
"7753"	"对不起，我们不是阿布，我们是――望乡村的奇迹？"	"http//bbs.hupu.com/447680.html"	2008	10	16	"essien"
"7754"	"卡佩罗解锁鲁尼的天赋"	"http//bbs.hupu.com/447662.html"	2008	10	16	"zhychr"
"7755"	"虽说交易年年有 今年没准来得早――Chad Ford谈潜在的十大交易可能"	"http//bbs.hupu.com/447550.html"	2008	10	16	"火枫流云"
"7756"	"S.Jackson: 守江山・KG，凯队任重而道远"	"http//bbs.hupu.com/446728.html"	2008	10	15	"elgin1234"
"7757"	"小丑王子波多尔斯基绽放光芒"	"http//bbs.hupu.com/447212.html"	2008	10	16	"riodavid"
"7758"	"卡拉格的俱乐部激情"	"http//bbs.hupu.com/447193.html"	2008	10	16	"wdliwei"
"7759"	"关于罗本的一些问答"	"http//bbs.hupu.com/447190.html"	2008	10	16	"题目等啃"
"7760"	" “小鹰就是比其他人强”――阿德勒教练福尔伯恩专访"	"http//bbs.hupu.com/447100.html"	2008	10	15	"直布罗陀岩石"
"7761"	"SLAM online Top 50: 德克-诺维茨基 NO.12"	"http//bbs.hupu.com/447091.html"	2008	10	15	"rayallen9"
"7762"	"Big East联盟：顶级NBA新秀排行"	"http//bbs.hupu.com/446853.html"	2008	10	15	"月残梦晓"
"7763"	"我们的季后赛…出口在何方？"	"http//bbs.hupu.com/446215.html"	2008	10	14	"kglty"
"7764"	"再掰掰围场生活- 这次是富士版"	"http//bbs.hupu.com/446865.html"	2008	10	15	"twinmark"
"7765"	"黄蜂赛程分析"	"http//bbs.hupu.com/446680.html"	2008	10	15	"月残梦晓"
"7766"	"口红，猪猡和你们的萨克拉门托国王"	"http//bbs.hupu.com/446223.html"	2008	10	14	"mic_198512"
"7767"	"前路茫茫--太阳的出口，究竟在何处？"	"http//bbs.hupu.com/446727.html"	2008	10	15	"rayallen9"
"7768"	"PSU篮球队员：于无人知晓姓名处存在"	"http//bbs.hupu.com/446616.html"	2008	10	15	"nanio"
"7769"	"Brockman领衔10大篮板手"	"http//bbs.hupu.com/446436.html"	2008	10	14	"题目等啃"
"7770"	" 拉夫---狂"	"http//bbs.hupu.com/446504.html"	2008	10	14	"elgin1234"
"7771"	"巴塞罗纳，图雷，以及边角料"	"http//bbs.hupu.com/446407.html"	2008	10	14	"zone"
"7772"	"Tucker及室外赛小议"	"http//bbs.hupu.com/444773.html"	2008	10	11	"m・sjch"
"7773"	"NBA外场赛――“急冻”人心！"	"http//bbs.hupu.com/446112.html"	2008	10	14	"月残梦晓"
"7774"	"球衣广告引发的足球战争"	"http//bbs.hupu.com/445956.html"	2008	10	13	"renniya"
"7775"	"篮球辩论：小球成为历史？"	"http//bbs.hupu.com/445941.html"	2008	10	13	"湖人123"
"7776"	"SLAMonline Top 50: 卡梅隆-安东尼，第13位"	"http//bbs.hupu.com/445880.html"	2008	10	13	"虎扑监督团"
"7777"	"IGN英国：PES200*河蟹*测"	"http//bbs.hupu.com/445759.html"	2008	10	13	"月残梦晓"
"7778"	"阿森纳不能失去法布雷加斯"	"http//bbs.hupu.com/445730.html"	2008	10	13	"riodavid"
"7779"	"我可以像巴拉克梅西一样强大――托尼克鲁斯专访"	"http//bbs.hupu.com/445706.html"	2008	10	13	"直布罗陀岩石"
"7780"	"与时俱进的短信大师斯坦.范甘迪"	"http//bbs.hupu.com/445668.html"	2008	10	13	"toonaive"
"7781"	"布朗的成功让大陆体系成为人们关注的焦点"	"http//bbs.hupu.com/445582.html"	2008	10	13	"wdliwei"
